0,59842829133617473427166884252972+24873376371863371698982744892145,84716205505480845126149629145117
1,66835854695757239949896546915596+26827957892431343461898885399286,93663812588188583411795432314882
2,93175932767993469678298381845899+48577377367844884353713174238979,141753310135838354032011556084878
3,72133395569163526462553492231955+51432819789623919999973284436188,123566215358787446462526776668143
4,39857696644744188558963613829868+95558899577453215295515573472999,135416596222197403854479187302867
5,72892582328681974216654189162749+51132376522662555123137276651532,124024958851344529339791465814281
6,89917614917198577879144683478242+74862989122631646596567489345434,164780604039830224475712172823676
7,15126849743981734944493429891439+66331771492346781155392556941712,81458621236328516099885986833151
8,87195741371299712996383374628723+52145454768687794659949638115122,139341196139987507656333012743845
9,85599316472453925965663895113513+22361796538649716138879952941221,107961113011103642104543848054734
10,84924789645553311131683554685534+66566414864414247744673474826722,151491204509967558876357029512256
11,15739383856687891477887237535617+78916939121586927154464527267934,94656322978274818632351764803551
12,91339661212136399565146665455892+84146847259421492118435794758971,175486508471557891683582460214863
13,57182912967886128838712512527777+86456513682684571754168697831621,143639426650570700592881210359398
14,83377285197367112111488181153365+38258513931655756181888796582826,121635799129022868293376977736191
15,77769299418837922431288771471851+87746438247361181462826957858323,165515737666199103894115729330174
16,97848133828838679855543124964873+92149139632572638645535146987114,189997273461411318501078271951987
17,99214561868263974739621943811318+49356289997695781287623961447868,148570851865959756027245905259186
18,73174656468916482152484913238981+29133858365365637434447157397313,102308514834282119586932070636294
19,53294863622611376471213435787216+65237363836297712429164593382636,118532227458909088900378029169852
20,95983792263257929949483452717399+94582568861592791662345321329147,190566361124850721611828774046546
21,69926272857599454843952881749653+11835556177682246965617913646547,81761829035281701809570795396200
22,58843825141971961591691831778966+16294938356572919597468381136579,75138763498544881189160212915545
23,78132511543278846749864463784852+66487219382659766736483643639738,144619730925938613486348107424590
24,71248515518412697436147715213318+43318988541655396692818548572914,114567504060068094128966263786232
25,71936364638682859817817879844889+21642835628972728835872166539482,93579200267655588653690046384371
26,17846747569362951368995734238955+11687142739469757599921656328241,29533890308832708968917390567196
27,85985522564182183649833946294929+58682512198778266638669574496382,144668034762960450288503520791311
28,42651815674776377998922438197972+31733235983373869762342785461196,74385051658150247761265223659168
29,75289116432126333116664125966651+91944619864771826322333511629652,167233736296898159438997637596303
30,68123731955115759939365937615573+36453276921972796744396179797415,104577008877088556683762117412988
31,99536784957859221116324519272232+16428414841351615277135669965482,115965199799210836393460189237714
32,65434954658351633422275419146372+86363157978463328265921833977782,151798112636814961688197253124154
33,57421718348738348454416228544966+13448336751338615386875728623788,70870055100076963841291957168754
34,26271611337396744836233458176649+35662581565511524291737114942444,61934192902908269127970573119093
35,93517763849466733223513413519482+14293681569831762378672143999325,107811445419298495602185557518807
36,77349636797654411913182646715446+13921338864967648617768167698395,91270975662622060530950814413841
37,23912317236239311194296749411111+78377512778532848125731399729285,102289830014772159320028149140396
38,38658323357137562696832971325694+56282424444359171452426246197565,94940747801496734149259217523259
39,15495648189395492819496257389313+46893954948293545221628391395684,62389603137689038041124648784997
40,64415356215986433695275463335812+25283875953459694937927993252276,89699232169446128633203456588088
41,59443712365223239635448811892438+98135151447564664546416343217553,157578863812787904181865155109991
42,95252638526372744474999289938716+62358218133491963363822462336317,157610856659864707838821752275033
43,25879614821812417913712397774684+53647287896485949367449981198618,79526902718298367281162378973302
44,26231199347893671712155954328246+88612797723643499747814872313562,114843997071537171459970826641808
45,63969216333839749574566655369954+75864314359147338644363595679797,139833530692987088218930251049751
46,46533483665584851365498328826177+92487473861441322349826583252662,139020957527026173715324912078839
47,93287792329673616772691343928611+47116645554573489342621864937735,140404437884247106115313208866346
48,73198991398136553465888386123394+56982988576265618553432923363485,130181979974402172019321309486879
49,39964543781173753357253978339297+97277535173164722368531682528268,137242078954338475725785660867565
50,66197346327122899555946242257846+47644378518354325284852716227741,113841724845477224840798958485587
51,16277594788578952455658499614942+99489587853169378717633349162114,115767182641748331173291848777056
52,94617932335157115936639775829833+88126525389892461544247274962924,182744457725049577480887050792757
53,69357215753522772649931224542221+31552476122648118299814965742742,100909691876170890949746190284963
54,16894333448512427316894841192637+51157927953187596488653726136791,68052261401700023805548567329428
55,62778299121283775456391766319253+99784482731235363951946572695613,162562781852519139408338339014866
56,49845939346157111918512139775545+25347759951222431885864712957365,75193699297379543804376852732910
57,97324449421169378643529856631186+83129821122563351749732916626589,180454270543732730393262773257775
58,42415131132255157959421444799633+58837967667516639743467154914952,101253098799771797702888599714585
59,99619929111267432866325143126424+48273114247697459424792843826648,147893043358964892291117986953072
60,27238756344941331961955967379574+27765521123573773877861293248763,55004277468515105839817260628337
61,62969642728782148229757494849893+51429458936221329259658171651748,114399101665003477489415666501641
62,28464822342665647774851587134275+57924435111732239597179669834353,86389257454397887372031256968628
63,35176711868315312459823265619241+28213641873133154749745125487955,63390353741448467209568391107196
64,21524913264311548318767986614961+13424534966891918923293396525655,34949448231203467242061383140616
65,59965868523175249214832197455234+22747328813466851782628797966535,82713197336642100997460995421769
66,64887197278741699813656491528495+31525187696975572285368618841496,96412384975717272099025110369991
67,71312567714693332278269435847524+25336915636357757367152129479998,96649483351051089645421565327522
68,32868329919555758249971445686586+89595599985135779324247816663491,122463929904691537574219262350077
69,54387138521985168385447528438535+89137765562824938978645165383811,143524904084810107364092693822346
70,49945866647114162421165967391991+29884575775786931847443734718287,79830442422901094268609702110278
71,93564388472956135367581745814989+65435877416817157215877296281424,159000265889773292583459042096413
72,54747127493381139932719875632947+91514813962864585116335269172291,146261941456245725049055144805238
73,71171363364661964135737675765336+62343297877581392947722542278898,133514661242243357083460218044234
74,44696479115365816213428783153931+31626542332183445817274824599381,76323021447549262030703607753312
75,14517657171435258842745261915366+61184511699794251296916579365376,75702168871229510139661841280742
76,39388537218556439695835311456377+28817858354275395228764148931427,68206395572831834924599460387804
77,84355989173112676379296454848716+34887246632137183969311497593142,119243235805249860348607952441858
78,27457269862596619478982196224765+49683325829843532683371977243489,77140595692440152162354173468254
79,58581112638922517855334136924496+68137142971174194648976777366541,126718255610096712504310914291037
80,33895359835223763562769397354864+29336654259854465112365826859318,63232014095078228675135224214182
81,24479438356241548621359353276722+95152873134311761884436224118783,119632311490553310505795577395505
82,73789737326288667872851664833569+82116535698349943577229466158531,155906273024638611450081130992100
83,15569143591875125641488818274938+16525573446536371476571411344657,32094717038411497118060229619595
84,29613155467536542367699164515854+58794252617784341167189669144464,88407408085320883534888833660318
85,52525384251563299393389148637818+52895741495294874484539766799932,105421125746858173877928915437750
86,87813973147654838326165941653455+91155718674825879429498881622481,178969691822480717755664823275936
87,28463522312888735163537147223785+34389993867522635717365179749416,62853516180411370880902326973201
88,92421723468819516964227743219367+26492732428644662915863176933533,118914455897464179880090920152900
89,34984963553612296816511851441237+94266525779622595895394513322455,129251489333234892711906364763692
90,26827933184363433477198348242783+76912497312722355185989983861122,103740430497085788663188332103905
91,62284481632394965328382514283144+24453584634279161685298762889798,86738066266674127013681277172942
92,86529319524815476449536663836946+94378436574694491968467484649521,180907756099509968418004148486467
93,67756743571553919198921532231341+29379836515463876129746257624392,97136580087017795328667789855733
94,47211431823281478992674364115565+28847945127524589338672392639266,76059376950806068331346756754831
95,34979748375279297574888655575879+33335259896168987875723233283651,68315008271448285450611888859530
96,94596876738621744545763713247872+97238458885871715475915554721156,191835335624493460021679267969028
97,79698945124218568519627867334458+88677973945551784219682467314664,168376919069770352739310334649122
98,26257868249348387499195596955199+96536163592334982728525814822534,122794031841683370227721411777733
99,38196387238485234239724546476593+97621242248474984845596453196672,135817629486960219085320999673265
